arc:arcane/vi/holding_everyone_together | Vi | the eldest child who became the family's protector | The oldest sibling, pushed into a parent's role too early, feels responsible for everyone's safety and everyone's mistakes. Angry at a world that seems rigged against her family and impatient with the adult who urges caution, she wants to fix everything herself, and has to learn what that burden costs her and the people she is shielding. | conflicts: control_vs_trust,duty_vs_desire | situations: responsibility_you_didnt_ask_for,caring_for_family,standing_up_to_authority,coming_of_age | tone: tragic
arc:dark/regina_tiedemann/holding_on_while_everything_slips | Regina Tiedemann | facing illness while your life's work collapses | A person who poured everything into building something of their own watches it fail through no fault of their own, while debts mount and their partner seems far away. Then a frightening diagnosis arrives, and they must decide who to lean on and how to face their own mortality. It's a story about fear, dependence and learning to let others care for you. | conflicts: control_vs_trust,independence_vs_connection | situations: illness_or_injury,starting_a_business,caring_for_family | tone: tragic
arc:doctor_who/tenth_doctor/charm_over_grief | The Tenth Doctor | hiding survivor's guilt behind relentless cheerfulness | Someone who survived a catastrophe that took almost everyone they belonged to keeps moving, keeps joking and keeps rescuing other people, because standing still would mean feeling it. Every friend they let close is a joy and a future loss, so they love fiercely while quietly bracing to be left alone again. The story asks whether you can let people in when you are sure you will outlive every attachment. | conflicts: independence_vs_connection,holding_on_vs_letting_go | situations: grief_and_loss,loneliness,falling_for_someone_unexpected,finding_your_people | tone: bittersweet
arc:doctor_who/tenth_doctor/alone_and_unchecked | The Tenth Doctor | isolation curdling into grandiosity and fear of endings | After losing the people who kept them grounded, a gifted person decides it is safer to go it alone. Without anyone to push back, their confidence slides into believing the rules no longer apply to them, and when they sense a chapter of their life closing, they fight it with everything they have. The story asks what happens to good intentions with no one to answer to, and how to face an ending you did not choose. | conflicts: power_vs_morality,holding_on_vs_letting_go | situations: loneliness,identity_and_self_acceptance,grief_and_loss,redemption_after_mistakes | tone: bittersweet
arc:doctor_who/twelfth_doctor/am_i_a_good_man | The Twelfth Doctor | questioning your own goodness after a big change | After a major change leaves someone feeling like a stranger to themselves, they become colder and more blunt, pushing away people who liked the old version of them. They start to doubt whether their intentions were ever as good as they believed, while the people close to them wonder if they know them at all. The story asks whether being good is something you are or something you keep choosing. | conflicts: power_vs_morality,independence_vs_connection | situations: identity_and_self_acceptance,midlife_reinvention,friendship_ending | tone: bittersweet
arc:doctor_who/twelfth_doctor/cannot_let_her_go | The Twelfth Doctor | loving someone so much you refuse to accept their loss | A person finally lets themselves depend on one close friend, and as that friend becomes more reckless, their fear of losing them grows into something close to obsession. When the worst comes, they cannot accept it and are willing to break every rule they live by to undo it. The story asks where devotion ends and refusing to let go begins. | conflicts: holding_on_vs_letting_go,control_vs_trust | situations: grief_and_loss,friendship_ending,loneliness | tone: bittersweet
arc:doctor_who/twelfth_doctor/keeping_his_word | The Twelfth Doctor | a weary elder choosing to keep going for others | A person who has lost too much settles into a quiet, dutiful routine, keeping a promise that ties them to one place. Teaching an eager young person reawakens their joy, and they try to help someone who has done great harm become better. Worn out by endless goodbyes, they have to decide whether to keep showing up and being kind when there is no reward for it. | conflicts: duty_vs_desire,holding_on_vs_letting_go | situations: mentor_and_protege,redemption_after_mistakes,responsibility_you_didnt_ask_for,illness_or_injury | tone: bittersweet
arc:doctor_who/rose_tyler/outgrowing_a_small_life | Rose Tyler | leaving a safe small life for something bigger | A young person who dropped out of school and settled into a job and a relationship that feel like a dead end is offered the chance of a bigger, riskier life. Leaving means disappointing a protective single parent and a loyal partner who both want them close to home. The story asks how to grow into who you might be without abandoning the people who loved you as you were. | conflicts: safety_vs_growth,independence_vs_connection | situations: leaving_home,coming_of_age,taking_a_big_risk,family_expectations | tone: bittersweet
arc:doctor_who/rose_tyler/love_she_cannot_name | Rose Tyler | loving someone whose life will outlast yours | A young person falls deeply for someone who will never age as they do and who has loved and lost many times before. Neither of them says it out loud, and jealousy and fear creep in whenever the past shows up. The story asks whether a love can be worth it when you both know it cannot last forever, and what it means to choose one person over your family and your future. | conflicts: holding_on_vs_letting_go,past_vs_future | situations: falling_for_someone_unexpected,long_distance,breakup,grief_and_loss | tone: bittersweet
arc:doctor_who/martha_jones/waiting_to_be_seen | Martha Jones | loving someone who is still hung up on their ex | A capable, ambitious young woman falls for someone who is still grieving a previous love and keeps comparing her to them. She works harder and harder to be noticed and valued, treated as a friend of convenience while she gives far more than she gets. The story asks when to keep hoping and when to walk away for your own sake. | conflicts: holding_on_vs_letting_go,independence_vs_connection | situations: unrequited_love,confidence_struggle,imposter_syndrome | tone: hopeful
arc:doctor_who/martha_jones/holding_everyone_together | Martha Jones | the family peacemaker learning to put herself first | A young woman who has always been the reliable one in a chaotic, divorced family carries everyone's worries alongside a demanding career path. When a crisis puts the people she loves in danger, she is forced to carry a responsibility far beyond anything she trained for. The story asks what it costs to be the strong one, and when duty to family means stepping away from the life you wanted. | conflicts: duty_vs_desire,self_vs_family_expectations | situations: caring_for_family,responsibility_you_didnt_ask_for,family_expectations,new_job | tone: hopeful
arc:doctor_who/donna_noble/just_a_temp | Donna Noble | discovering your worth after years of being underestimated | A woman approaching middle age drifts between short-term jobs, lives with a mother who constantly criticises her, and believes she is ordinary and a bit of a disappointment. When she finally takes a leap into a bigger life with a friend who believes in her, she discovers she is sharper, braver and kinder than anyone gave her credit for. The story asks whether you can believe in your own worth when the people around you never have. | conflicts: safety_vs_growth,self_vs_family_expectations | situations: confidence_struggle,midlife_reinvention,difficult_parent,finding_your_people | tone: tragic
arc:doctor_who/amy_pond/left_waiting | Amy Pond | abandonment making it hard to trust and commit | A person who was left alone and let down as a child grows up guarded, restless and unsure that anyone will stay. On the brink of settling down with a devoted partner, they run toward excitement instead, unsure whether they are choosing freedom or fleeing commitment. The story asks whether you can trust someone to stay when the people who mattered most never did. | conflicts: independence_vs_connection,past_vs_future | situations: loneliness,coming_of_age,leaving_home,falling_for_someone_unexpected | tone: hopeful
arc:doctor_who/amy_pond/future_she_planned | Amy Pond | grieving the family life you expected to have | A couple building an adult life together are hit by a loss that takes away the family they hoped for, and one of them quietly blames herself. Grief and silence push them apart until they must decide whether their love can survive what they have lost. Meanwhile, they have to choose between the thrilling life they have been living and the steadier one waiting at home. | conflicts: holding_on_vs_letting_go,truth_vs_protecting_others | situations: becoming_a_parent,grief_and_loss,divorce | tone: bittersweet
arc:doctor_who/rory_williams/in_someone_elses_shadow | Rory Williams | feeling second-best to a more exciting rival | A kind, dependable person feels permanently outshone by a charismatic figure their partner has idolised since childhood. Swept into a world where they feel out of their depth, they wrestle with jealousy and wonder whether they will ever be enough. The story asks whether quiet loyalty and steady love can matter as much as brilliance and excitement. | conflicts: control_vs_trust,fitting_in_vs_standing_out | situations: confidence_struggle,identity_and_self_acceptance,unrequited_love | tone: hopeful
arc:doctor_who/rory_williams/quiet_man_stands_up | Rory Williams | a gentle person learning to fight for his family | A gentle, peace-loving person who has always gone along with stronger personalities finds his family under threat. He must decide how far he will go to protect them, when to stand up to people he admires, and how to choose between a thrilling life and a normal one. The story asks what strength looks like for someone who has never wanted to be a hero. | conflicts: safety_vs_growth,control_vs_trust | situations: becoming_a_parent,standing_up_to_authority,caring_for_family,grief_and_loss | tone: bittersweet
arc:doctor_who/clara_oswald/carer_who_never_left | Clara Oswald | a caregiver choosing her own life at last | A young woman shelved her own plans to look after others through a family's grief and has been the dependable one ever since. When a chance for adventure appears, she tries to have both, slipping out for a taste of freedom while keeping her responsibilities at home. The story asks whether you can take something for yourself without feeling you're abandoning the people who rely on you. | conflicts: duty_vs_desire,safety_vs_growth | situations: caring_for_family,taking_a_big_risk,grief_and_loss,coming_of_age | tone: hopeful
arc:doctor_who/clara_oswald/living_a_double_life | Clara Oswald | hiding one part of your life from another | A capable, confident woman runs a demanding job, a new relationship and a secret life of thrills she can't bring herself to give up, telling each side only part of the truth. The more she juggles, the more she discovers she likes being in control, and the more she lies to keep everything from collapsing. The story asks what happens when the parts of your life you keep separate collide. | conflicts: truth_vs_protecting_others,career_vs_relationships | situations: falling_for_someone_unexpected,identity_and_self_acceptance,grief_and_loss,friendship_ending | tone: bittersweet
arc:doctor_who/clara_oswald/outrunning_grief | Clara Oswald | risk-taking as a way to outrun grief | After a devastating loss, a person throws themselves into thrills and danger, trying to become as fearless as the mentor they admire. Friends see the recklessness growing and struggle to hold them back. The story asks whether chasing adrenaline is healing or hiding, and what happens when you believe you can't be hurt anymore. | conflicts: safety_vs_growth,control_vs_trust | situations: grief_and_loss,taking_a_big_risk,identity_and_self_acceptance,mentor_and_protege | tone: bittersweet
arc:fma/edward_elric/carrying_the_blame_alone | Edward Elric | trying to single-handedly undo a mistake that hurt someone you love | A young person made a terrible choice that permanently hurt the person closest to them, and has decided that repairing the damage is their job alone. They push themselves relentlessly, refuse help, and quietly suspect the person they hurt secretly resents them. The journey is about whether guilt can become responsibility instead of self-punishment, and whether they can let other people carry some of the weight. | conflicts: independence_vs_connection,holding_on_vs_letting_go | situations: redemption_after_mistakes,caring_for_family,coming_of_age,responsibility_you_didnt_ask_for | tone: hopeful
arc:fma/edward_elric/anger_at_an_absent_father | Edward Elric | resenting the parent who abandoned the family | A young person grew up watching one parent wait in vain for the other, who simply left. They blame the absent parent for the family's pain and have defined themselves in opposition to them. When contact becomes possible, they have to decide whether to keep the door shut or hear the other side of a story they thought they already knew. | conflicts: revenge_vs_forgiveness,past_vs_future | situations: difficult_parent,grief_and_loss,identity_and_self_acceptance | tone: bittersweet
arc:fma/edward_elric/working_for_a_system_you_distrust | Edward Elric | keeping your principles inside an organisation you distrust | A young person joined a powerful institution purely because it offered the resources they needed, not because they believe in it. They bend rules, defy authority and try to stay true to their own ethics while benefiting from a system with a dark record. Over time they must decide how far they can compromise, and what they will do when the institution demands something they refuse to give. | conflicts: power_vs_morality,belonging_vs_integrity | situations: standing_up_to_authority,new_job,coming_of_age | tone: hopeful
arc:fma/alphonse_elric/am_i_still_real | Alphonse Elric | feeling cut off from your own body and humanity | A young person lives in a body that no longer lets them feel, rest or connect the way others do, and the world sees only their outside. They stay kind and upbeat for everyone else, but in lonely hours they wonder whether they are still the same person, or even a person at all. The journey is about holding onto a sense of self when your own existence feels uncertain. | conflicts: truth_vs_protecting_others,safety_vs_growth | situations: identity_and_self_acceptance,illness_or_injury,loneliness | tone: hopeful
arc:fma/alphonse_elric/the_steady_younger_sibling | Alphonse Elric | being the steady one in a family crisis | In a family shaken by a shared disaster, the quieter sibling becomes the emotional anchor: calming the other's temper, putting everyone else first and refusing to be helped unless everyone is helped. Everyone assumes they are fine because they seem fine. The journey is about compassion that doesn't erase your own needs, and choosing mercy when anger would be easier. | conflicts: revenge_vs_forgiveness,independence_vs_connection | situations: caring_for_family,responsibility_you_didnt_ask_for,coming_of_age | tone: hopeful
arc:fma/roy_mustang/climbing_to_change_the_system | Roy Mustang | chasing power to atone for past harm | An ambitious rising leader is haunted by things they did while following orders earlier in their career. They play the political game, charm and manipulate, and push for the top job, telling themselves that reaching it is the only way to make sure no one repeats what they did. The journey is about whether ambition can serve atonement, and whether the people who trust them can keep them honest. | conflicts: power_vs_morality,loyalty_vs_ambition | situations: becoming_a_manager,redemption_after_mistakes,standing_up_to_authority | tone: hopeful
arc:fma/roy_mustang/when_grief_becomes_vengeance | Roy Mustang | grief hardening into a hunger for revenge | After someone they rely on is harmed, a composed, capable person turns their grief into a single-minded quest to punish whoever is responsible. They look controlled on the outside while the anger quietly takes over their priorities. The journey is about what happens when the chance for revenge finally arrives, and who is there to remind them of the person they wanted to be. | conflicts: revenge_vs_forgiveness,duty_vs_desire | situations: grief_and_loss,friendship_ending | tone: bittersweet
arc:fma/riza_hawkeye/living_with_what_she_has_done | Riza Hawkeye | shouldering guilt by committing to a better future | A composed, highly competent person carries private guilt from things they did in the line of duty. Rather than walk away, they stay in the hard job and dedicate themselves to supporting a leader they believe can prevent the same harm from happening to others. The journey is about living with your past without letting it define you, and about how much of yourself you give to someone else's cause. | conflicts: duty_vs_desire,past_vs_future | situations: redemption_after_mistakes,mentor_and_protege,responsibility_you_didnt_ask_for | tone: hopeful
arc:fma/winry_rockbell/the_one_who_waits_at_home | Winry Rockbell | loving people who keep you at arm's length | A young person has spent years supporting friends who keep leaving for something bigger and won't tell them what is really going on. They pour their worry into their work, get angry at being shut out, and quietly wonder what they want for themselves. The journey is about finding their own path and value while still caring for people who keep walking into danger. | conflicts: independence_vs_connection,truth_vs_protecting_others | situations: long_distance,career_change,leaving_home,falling_for_someone_unexpected | tone: hopeful
arc:fma/winry_rockbell/choosing_not_to_pull_the_trigger | Winry Rockbell | deciding what to do with rage toward someone who hurt your family | A warm, caring person is suddenly confronted with the person responsible for their family's greatest loss. The anger is overwhelming and the chance to hurt them back is real. The journey is about whether you can refuse to become cruel without pretending to forgive, and what it takes to help someone you will never excuse. | conflicts: revenge_vs_forgiveness | situations: grief_and_loss,identity_and_self_acceptance | tone: bittersweet
arc:fma/scar/consumed_by_revenge | Scar | letting a righteous grievance become your whole identity | A person whose community was destroyed by those in power carries a justified grievance that has swallowed everything else about them. They have abandoned their old self and even the values they were raised with to pursue retribution. The journey is about whether anger that began in real injustice can be turned toward rebuilding instead of destruction. | conflicts: revenge_vs_forgiveness,power_vs_morality | situations: grief_and_loss,redemption_after_mistakes,identity_and_self_acceptance | tone: bittersweet
arc:fma/scar/facing_the_harm_he_caused | Scar | realising you became someone else's source of pain | A person who has long seen themselves as the wronged party comes face to face with someone they hurt, and recognises their own grief in them. The certainty that justified everything starts to crack. The journey is about taking responsibility without collapsing into self-hatred, and choosing a different way to honour those they lost. | conflicts: revenge_vs_forgiveness,past_vs_future | situations: redemption_after_mistakes,finding_your_people | tone: hopeful
arc:fma/ling_yao/carrying_a_clans_hopes | Ling Yao | the heir expected to save the family | A young person from a family under pressure has been given one overwhelming task: succeed, or everyone who depends on them loses out. They hide the weight behind humour and charm, take enormous risks far from home, and are willing to make almost any deal to win. The journey is about ambition in service of others, and how far you should go for the people counting on you. | conflicts: self_vs_family_expectations,loyalty_vs_ambition | situations: family_expectations,taking_a_big_risk,moving_somewhere_new | tone: hopeful
arc:fma/ling_yao/what_makes_a_true_leader | Ling Yao | leading people who would sacrifice everything for you | A young leader believes that leadership means serving the people who follow you, but those people keep putting themselves in harm's way for him. When they pay a price for his ambitions, he has to decide how to carry that debt. The journey is about what you owe the people who trust you, and what kind of leader you choose to be when others lead by using people up. | conflicts: duty_vs_desire,power_vs_morality | situations: becoming_a_manager,responsibility_you_didnt_ask_for,finding_your_people | tone: hopeful
arc:fma/izumi_curtis/a_grief_she_never_speaks_of | Izumi Curtis | living with a desperate choice made in grief | A strong, capable person carries a loss from years ago and the lasting damage from something desperate they did in the rawest days of grief. They have built a life around it without ever quite forgiving themselves. When people they love repeat their mistake, they must face it again, and perhaps finally understand it differently. | conflicts: holding_on_vs_letting_go | situations: grief_and_loss,illness_or_injury,redemption_after_mistakes | tone: hopeful
arc:fma/izumi_curtis/tough_love_for_kids_not_her_own | Izumi Curtis | being a parent figure to someone else's children | A demanding mentor has become a stand-in parent to young people who lost their own. They show love through high standards and hard lessons, and struggle to know when to protect, when to punish and when to let go. The journey is about the moment a mentor has to treat those they raised as equals. | conflicts: control_vs_trust | situations: mentor_and_protege,becoming_a_parent | tone: hopeful
arc:friends/rachel_green/building_a_life_of_her_own | Rachel Green | leaving a comfortable script to build your own life | A person who has always been taken care of walks away from the safe future everyone planned for them, with no money, no skills and no plan. Old friends pity them, family disapproves, and the first steps are humbling. They have to find out whether they can do more than anyone, including themselves, expected, and what they actually want to do with their life. | conflicts: self_vs_family_expectations,safety_vs_growth | situations: starting_over,leaving_home,career_change,family_expectations | tone: hopeful
arc:friends/rachel_green/love_with_a_close_friend | Rachel Green | an on-off love with someone who knows you best | Two people with a long shared history keep missing each other: when one is ready, the other has moved on. Jealousy, pride and bad timing leave wounds that neither can quite let go of, and the whole friend group gets caught in the middle. They have to decide whether a love that keeps going wrong is something to outgrow or something worth risking again. | conflicts: holding_on_vs_letting_go,control_vs_trust | situations: falling_for_someone_unexpected,breakup,unrequited_love | tone: hopeful
arc:friends/monica_geller/wanting_a_family | Monica Geller | wanting a family before the right life arrives | A person who has always known they want a committed partner and children watches relationships end for reasons that have nothing to do with love: timing, age gaps, mismatched futures. They have to decide what they will and won't compromise on, and how to hold on to the dream when the road there refuses to look the way they pictured. | conflicts: holding_on_vs_letting_go,perfectionism_vs_good_enough | situations: becoming_a_parent,breakup,falling_for_someone_unexpected,family_expectations | tone: hopeful
arc:friends/monica_geller/never_good_enough_for_mom | Monica Geller | perfectionism born from a parent's constant criticism | A person grew up as the less favoured child, measured against a sibling who could do no wrong and a parent whose approval never came. As an adult they are capable and caring, but they cope by controlling every detail and needing to win. They have to learn that being loved does not depend on being perfect. | conflicts: perfectionism_vs_good_enough,control_vs_trust | situations: difficult_parent,sibling_rivalry,confidence_struggle | tone: hopeful
arc:friends/monica_geller/earning_respect_at_work | Monica Geller | earning respect from people who resent you | A skilled, proud person hits a career setback and has to take work far below their abilities. When they finally get the position they wanted, the team they now lead resents them and tries to push them out. They have to find a way to command respect without losing who they are. | conflicts: belonging_vs_integrity,safety_vs_growth | situations: becoming_a_manager,losing_a_job,new_job,confidence_struggle | tone: hopeful
arc:friends/phoebe_buffay/finding_family_after_a_hard_start | Phoebe Buffay | finding belonging after a childhood of abandonment | A person who survived a chaotic, lonely childhood has built a cheerful, unconventional life on their own terms. When the chance comes to find the relatives who left or were lost, they have to decide how much of the past to open up, and whether the people who chose them now matter more than the people who were supposed to. | conflicts: past_vs_future,revenge_vs_forgiveness | situations: finding_your_people,difficult_parent,grief_and_loss,sibling_rivalry | tone: bittersweet
arc:friends/phoebe_buffay/carrying_a_gift_for_someone_else | Phoebe Buffay | giving something enormous to family and letting go | A person with little family of their own is asked by a relative to do something huge and physical for them, something that will take over their body and their year and that they will ultimately have to hand over. They have to weigh generosity against protecting themselves, and prepare for a goodbye they agreed to in advance. | conflicts: holding_on_vs_letting_go,duty_vs_desire | situations: caring_for_family,taking_a_big_risk,becoming_a_parent | tone: bittersweet
arc:friends/phoebe_buffay/wanting_a_love_with_a_future | Phoebe Buffay | loving someone who doesn't want the same future | After a lifetime of chaotic or short-lived relationships, a free-spirited person finally finds someone who feels right, then learns they may not want the same level of commitment. When another option appears that seems more certain, they have to choose between the safe choice and the love they really feel. | conflicts: independence_vs_connection,holding_on_vs_letting_go | situations: falling_for_someone_unexpected,breakup,identity_and_self_acceptance | tone: hopeful
arc:friends/joey_tribbiani/chasing_the_big_break | Joey Tribbiani | chasing a dream career through constant rejection | A good-hearted person without much formal education turned down the family trade to chase an unlikely dream. For years they take humiliating side jobs, lean on friends to cover the bills, and hear no far more often than yes. They have to keep believing in themselves without letting pride sabotage the chances that do come. | conflicts: self_vs_family_expectations,safety_vs_growth | situations: taking_a_big_risk,confidence_struggle,losing_a_job,family_expectations | tone: hopeful
arc:friends/joey_tribbiani/falling_for_a_friend | Joey Tribbiani | falling for a friend when loyalty says no | Someone who has always kept romance casual falls truly in love for the first time, with a close friend who is tied to another friend by a complicated history. They have to decide whether to say it, how to cope if the feeling isn't returned, and whether any feeling is worth risking a friendship. | conflicts: duty_vs_desire,truth_vs_protecting_others | situations: unrequited_love,falling_for_someone_unexpected,friendship_ending | tone: bittersweet
arc:friends/chandler_bing/afraid_of_commitment | Chandler Bing | fear of commitment rooted in a broken home | A person whose parents' marriage fell apart in a painful, public way learned early to use humour as armour. As an adult they crave love but panic when it gets real, sabotaging relationships or choosing ones that can't last. They have to learn that they are not doomed to repeat their parents' story. | conflicts: independence_vs_connection,past_vs_future | situations: difficult_parent,falling_for_someone_unexpected,identity_and_self_acceptance,confidence_struggle | tone: hopeful
arc:friends/chandler_bing/stuck_in_the_wrong_career | Chandler Bing | trapped in a comfortable career you never chose | A person drifted into a stable, well-paid job they took 'for now' and never left. The money and the comfort make it easy to stay, even as they grow more bored and bitter. They have to find the courage to start again at the bottom doing something that actually fits them. | conflicts: safety_vs_growth,career_vs_relationships | situations: career_change,burnout_at_work,midlife_reinvention,starting_over | tone: hopeful
arc:friends/ross_geller/starting_over_after_divorce | Ross Geller | rebuilding yourself after a marriage suddenly ends | A person who believed their life was settled is blindsided when their spouse leaves for someone else, with a baby on the way. They have to learn to co-parent with their ex and the ex's new partner, date again with their confidence shattered, and work out whether they can trust love again without letting fear and jealousy take over. | conflicts: past_vs_future,control_vs_trust | situations: divorce,starting_over,becoming_a_parent,falling_for_someone_unexpected | tone: bittersweet
arc:friends/ross_geller/afraid_of_being_left_again | Ross Geller | insecurity that sabotages the relationships you want | A person who was once blindsided by a partner leaving becomes convinced it will happen again. Jealousy, the need to be right and rash decisions under pressure keep damaging the relationships they care about most, and each setback makes the next one easier to fear. They have to face their own part in the pattern before they can build something that lasts. | conflicts: control_vs_trust,holding_on_vs_letting_go | situations: breakup,redemption_after_mistakes,divorce,confidence_struggle | tone: hopeful
arc:game_of_thrones/daenerys_targaryen/finding_her_voice | Daenerys Targaryen | finding your voice after being treated as property | Someone raised to be quiet and useful to a controlling family member is pushed into a life she never chose. Surrounded by strangers, she slowly learns their language, earns their respect and discovers she can give orders instead of only taking them. The question becomes what she will do with power once she finally has it. | conflicts: self_vs_family_expectations,safety_vs_growth | situations: confidence_struggle,family_expectations,identity_and_self_acceptance,moving_somewhere_new | tone: hopeful
arc:game_of_thrones/daenerys_targaryen/learning_to_rule | Daenerys Targaryen | an idealistic leader discovering change is messy | After a string of dramatic wins, a young leader has to stop crusading and start actually running things. Every decision seems to hurt someone, old enemies resist in the shadows, and the people she freed do not always want what she expected. She must decide whether to rule through mercy or fear, and whose advice to trust. | conflicts: power_vs_morality,control_vs_trust | situations: becoming_a_manager,imposter_syndrome,burnout_at_work,responsibility_you_didnt_ask_for | tone: bittersweet
arc:game_of_thrones/daenerys_targaryen/the_price_of_destiny | Daenerys Targaryen | needing to be recognised as the rightful one | A person who has built her whole identity around one goal she believes she was born for finally reaches the place where it is supposed to come true, only to find that people there see her as an outsider. As setbacks and losses pile up, she has to choose between patience and force, and between being loved and being obeyed. | conflicts: power_vs_morality,holding_on_vs_letting_go | situations: grief_and_loss,moving_somewhere_new,loneliness,falling_for_someone_unexpected | tone: tragic
arc:game_of_thrones/tyrion_lannister/the_unwanted_son | Tyrion Lannister | chasing respect from a parent who withholds it | Someone who has been mocked and underestimated all his life leans on his wit to prove his worth. When he is finally given real responsibility he excels, but the parent whose approval he craves refuses to acknowledge it and the family keeps treating him as the problem. He must decide how much of himself to sacrifice for people who will never love him back. | conflicts: self_vs_family_expectations,belonging_vs_integrity | situations: difficult_parent,family_expectations,identity_and_self_acceptance,new_job | tone: tragic
arc:game_of_thrones/tyrion_lannister/rock_bottom_and_purpose | Tyrion Lannister | finding purpose again after losing everything | After a catastrophic fall, a once-brilliant person has given up and is numbing himself with alcohol. A friend pushes him toward one last chance to be useful, and he slowly discovers that serving something bigger than himself might be a reason to live. Recovery comes not from being rescued but from being needed. | conflicts: past_vs_future,holding_on_vs_letting_go | situations: starting_over,addiction_and_recovery,new_job,losing_a_job | tone: hopeful
arc:game_of_thrones/tyrion_lannister/advising_the_one_he_believes_in | Tyrion Lannister | the loyal adviser whose faith is tested | A person who has finally found a leader worth believing in becomes their right hand, trying to steer them toward restraint. As plans fail and trust frays, he is caught between loyalty to his leader, love for his estranged family and his own conscience. He has to decide when speaking up is enough and when it is time to act. | conflicts: power_vs_morality,belonging_vs_integrity | situations: standing_up_to_authority,mentor_and_protege,family_expectations,burnout_at_work | tone: bittersweet
arc:game_of_thrones/jon_snow/looking_for_belonging | Jon Snow | leaving home to find where you belong | Someone who has always felt like the family's outsider leaves home expecting a noble fresh start, and finds a rough, disappointing place instead. He learns to earn friends rather than look down on them, and then falls for someone from the very group he was taught to see as the enemy. He must decide which of his loyalties is really his. | conflicts: belonging_vs_integrity,duty_vs_desire | situations: finding_your_people,leaving_home,identity_and_self_acceptance,falling_for_someone_unexpected | tone: tragic
arc:game_of_thrones/jon_snow/leading_those_who_resent_him | Jon Snow | leading former peers who resent you | A young person is suddenly put in charge of the colleagues he trained alongside, some of whom openly resent him. He makes decisions he believes are right but that his people see as betrayal, and discovers how lonely and dangerous leadership can be. When it all falls apart, he has to find a reason to keep fighting, this time for his own family. | conflicts: duty_vs_desire,belonging_vs_integrity | situations: leading_former_peers,becoming_a_manager,burnout_at_work,responsibility_you_didnt_ask_for | tone: bittersweet
arc:game_of_thrones/jon_snow/love_duty_and_identity | Jon Snow | choosing between love, duty and who you are | Someone who never wanted power finds himself responsible for everyone he loves, and is willing to give up his title to protect them. He falls for a formidable partner, then learns something about his own origins that changes how everyone sees him. In the end he has to choose between the person he loves and the people he swore to protect. | conflicts: duty_vs_desire,truth_vs_protecting_others | situations: identity_and_self_acceptance,falling_for_someone_unexpected,responsibility_you_didnt_ask_for,family_expectations | tone: bittersweet
arc:game_of_thrones/jaime_lannister/losing_what_defined_him | Jaime Lannister | rebuilding yourself after losing your defining skill | Someone whose whole identity rests on one talent and a cynical reputation is forced to depend on a person he looks down on. A devastating loss strips away what made him special, and in the vulnerability that follows he tells the truth about his past for the first time. He has to figure out who he is when he can no longer rely on what he was. | conflicts: past_vs_future,belonging_vs_integrity | situations: illness_or_injury,identity_and_self_acceptance,redemption_after_mistakes,confidence_struggle | tone: bittersweet
arc:game_of_thrones/jaime_lannister/love_that_consumes | Jaime Lannister | struggling to leave a love that consumes you | A person who has organised his whole life around one relationship begins to see the damage it does to him and to everyone around them. Each time he tries to act on his own conscience, love and loyalty pull him back. He has to decide whether he can walk away from the person who defines him, and what it will cost if he doesn't. | conflicts: holding_on_vs_letting_go,power_vs_morality | situations: breakup,redemption_after_mistakes,grief_and_loss,family_expectations | tone: tragic
arc:game_of_thrones/cersei_lannister/a_mother_fighting_for_control | Cersei Lannister | controlling everything to protect your children | A woman who was married off for her family's benefit, and never taken seriously by her father, pours all her ambition into her children. Believing anyone outside the family is a threat, she grabs for control whenever she feels it slipping, even when her choices make things worse. She has to face what her fierce protectiveness is really protecting. | conflicts: control_vs_trust,self_vs_family_expectations | situations: family_expectations,difficult_parent,caring_for_family,sibling_rivalry | tone: tragic
arc:game_of_thrones/cersei_lannister/holding_on_at_any_cost | Cersei Lannister | answering every loss by grabbing more control | After losing the people who anchored her, a woman tries to regain security by outmanoeuvring everyone around her. Each clever plan creates new enemies, and each humiliation makes her more ruthless. She has to decide whether she will ever let go, or whether control is all she has left. | conflicts: control_vs_trust,revenge_vs_forgiveness | situations: grief_and_loss,loneliness,caring_for_family,standing_up_to_authority | tone: tragic
arc:game_of_thrones/sansa_stark/fairy_tale_to_cage | Sansa Stark | learning the world isn't what you were promised | A trusting young person who believes in fairy-tale endings gets exactly what she wished for, and it turns into a nightmare. Isolated among people who smile while they hurt her, she learns to hide her feelings, say what others want to hear and quietly watch how power works. The question is whether she can survive without losing who she is. | conflicts: safety_vs_growth,truth_vs_protecting_others | situations: coming_of_age,grief_and_loss,leaving_home,identity_and_self_acceptance | tone: bittersweet
arc:game_of_thrones/sansa_stark/taking_her_life_back | Sansa Stark | escaping abuse and reclaiming your life | A young woman who has already survived a great deal is pushed into a marriage that turns out to be brutally abusive. Escaping takes courage, help from an unlikely ally and her refusal to be broken. Once free, she has to decide whether to hide in safety or fight to reclaim the home and the self that were taken from her. | conflicts: revenge_vs_forgiveness,control_vs_trust | situations: starting_over,standing_up_to_authority,identity_and_self_acceptance,divorce | tone: hopeful
